dist_cart,dist_road,dist_urb,dist_vil,DVSP,elev,for200090m,for200190m,for200290m,for200390m,for200490m,for200590m,for200690m,for200790m,for200890m,for200990m,for201090m,for201190m,for201290m,for201390m,for201490m,for201590m,for201690m,for201790m,lspop2000,lspop2001,lspop2002,lspop2003,lspop2004,pop05,lspop2006,lspop2007,lspop2008,lspop2009,lspop2010,lspop2011,lspop2012,lspop2013,lspop2014,lspop2015,lspop2016,lspop2017,rice,precip,slope,veg,cfm_id,pa_id,CFM,PA
369.98754883,12160.191406,59588.683594,1173.1956787,6,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,3,2,3,3,3,3,2,3,3,3,2,3,4,5,0,617,12.413675308,3,512,0,1,0
3386.8979492,10472.21582,40650.203125,1314.3494873,24,1019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,10,4,3,11,6,5,5,5,5,5,16,16,16,17,18,15,6,0,1434,10.399044037,1,632,0,1,0
2922.0861816,5391.4350586,36391.71875,3092.3322754,3,436,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,19.654443741,1,754,0,1,0
7011.3461914,27558.251953,47300.433594,7002.6245117,171,814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,0,1916,10.149601936,1,849,0,1,0
4812.5117188,18328.443359,28057.585938,5165.6904297,8,301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,963,3.9700233936,2,1254,0,1,0
1324.0114746,4676.6206055,62040.027344,2401.0769043,2.5,65,1,1,1,1,1,1,1,1,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,9,7,16,11,11,11,11,12,12,12,13,13,13,13,19,18,16,7,1,1443,0.2466036677,2,190,0,1,0
13013.553711,14556.897461,40286.246094,12037.411133,44,1432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,20,5,4,4,2,3,3,3,3,3,3,3,1,1,1,1,0,0,1709,21.988584518,1,149,0,1,0
2831.7182617,2468.1435547,232699.54688,3975.5290527,25,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,5,4,4,5,4,4,4,4,11,4,4,4,11,5,4,2,0,425,0.311930567,3,483,0,1,0
2855.6445313,2512.4018555,3300.8144531,3300.8144531,34,329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,6,4,2,2,2,2,2,1,2,2,2,1,2,1,0,0,2009,9.9609956741,1,880,0,1,0
3279.9521484,3414.4575195,29219.558594,4071.0966797,24,1351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,21.648817062,1,637,0,1,0
4958.340332,7335.0361328,120555.4375,3926.171875,85,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,5.290081501,2,1025,0,1,0
6490.3334961,5592.2231445,93320.125,4832.9824219,4.5,144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,608,1.086053133,3,534,0,1,0
2629.4750977,994.50872803,173370.60938,2553.0751953,72,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,32,32,6,4,2,3,3,3,3,2,3,3,3,2,3,3,1,0,473,1.016672492,3,450,0,1,0
1390.871582,1428.9847412,66083.117188,6424.9897461,8,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,1.0403140783,2,574,0,1,0
3180.9655762,6545.3100586,23744.738281,3740.6699219,4,428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,0,1187,18.512277603,1,719,0,1,0
872.62585449,13987.828125,81812.507813,8887.5771484,37,1512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,8,6,5,7,4,4,4,4,4,4,4,4,5,4,4,2,0,1367,11.287865639,1,266,0,1,0
1484.1118164,9616.4492188,122095.67188,7091.0864258,144,577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1166,2.0505473614,1,481,0,1,0
4830.7241211,2040.0887451,33983.785156,3132.9992676,0.3333329856,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.555555582,0.555555582,0.555555582,4,3,6,5,12,8,10,10,11,11,6,11,11,12,6,11,9,3,0,862,0.2466036677,2,581,0,1,0
1291.8547363,5556.4648438,21920.574219,4497.1943359,24,1279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,5,4,14,8,7,7,7,7,7,7,7,7,7,8,7,3,0,1275,9.5924987793,1,650,0,1,0
1752.381958,6133.8339844,41196.847656,2979.3413086,1.5,1336,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.2222222239,0,0,0,0,0,7,4,6,3,2,1,1,1,1,1,0,1,1,1,2,2,2,0,1,1427,7.3315258026,1,9,0,1,0
5481.4179688,8844.5371094,48441.035156,5095.3769531,6,722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,20.932632446,1,742,0,1,0
924.89404297,10097.499023,24871.205078,1442.840332,76,409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,0.6666666865,9,4,4,4,9,3,3,4,4,4,5,4,4,5,8,5,6,7,0,2582,5.6503133774,1,855,0,1,0
3350.1870117,6199.6787109,39153.984375,2492.7001953,4,1078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,67,19,14,10,3,4,4,4,4,4,4,4,4,3,4,3,1,0,1496,7.7606611252,1,988,0,1,0
1790.8616943,15244.12207,31248.890625,2368.4848633,76,521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666865,3,1,1,1,2,1,1,0,1,1,22,1,1,1,26,1,2,6,0,2348,15.535103798,1,853,0,1,0
2486.972168,24871.484375,33752.558594,2660.9650879,8,243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0.7952267528,2,1254,0,1,0
2338.6713867,6401.4013672,167851.8125,10661.695313,72,149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,10,9,5,5,3,3,4,4,6,3,3,3,6,4,4,2,0,485,0.4931981862,3,446,0,1,0
4166.2827148,8862.1699219,48349.234375,2719.5087891,7,944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9,6,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1719,11.565852165,1,947,0,1,0
8312.2705078,17819.775391,54776.183594,5988.5117188,24,1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,33,20,17,8,0,1,1,1,1,2,1,1,1,0,1,0,0,0,1543,9.4893217087,1,607,0,1,0
5587.2797852,26638.246094,101304.69531,7169.1074219,11,210,1,1,1,1,1,1,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,8,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,547,0.2205692977,3,493,0,1,0
6629.449707,14632.039063,77116.054688,6628.8574219,27,1496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,10,8,8,2,3,3,3,3,3,3,3,3,3,3,2,1,0,1577,18.654094696,1,1088,0,1,0
4810.5219727,41852.078125,64429.914063,4488.0126953,34,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,16,20,17,12,7,7,8,8,8,9,9,9,9,9,9,7,2,0,3062,2.761598587,1,163,0,1,0
6808.5776367,19162.03125,57489.75,5066.0092773,20,1255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,12,10,10,5,5,6,6,6,6,6,6,5,5,4,3,1,0,1606,22.118448257,1,421,0,1,0
3531.8925781,4867.0629883,55265.042969,5395.2021484,27,974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1105,14.996931076,1,862,0,1,0
2869.5800781,19875.837891,73297.382813,5540.4233398,4,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,8,7,8,3,3,3,3,3,3,3,3,3,2,2,2,1,0,547,0.8890762925,3,499,0,1,0
313.56506348,3516.2556152,16726.992188,1222.7342529,4,96,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,2,2,4,30,60,18,70,72,75,77,6,73,74,79,7,111,147,219,1,926,1.2475373745,2,587,0,1,0
2040.1879883,8362.0830078,37495.988281,7134.015625,2,268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,11,24,18,23,28,13,14,14,14,33,15,15,16,26,11,9,4,0,626,3.1949548721,3,470,0,1,0
1088.6616211,14510.844727,49963.324219,3177.2490234,24,1100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,16,14,14,22,7,13,12,13,13,5,15,15,15,15,13,13,18,1,1412,5.573281765,1,606,0,1,0
5852.487793,14295.561523,32553.25,6454.9580078,35,1188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,43,33,27,5,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1757,4.1963577271,1,762,0,1,0
881.30932617,15700.97168,56808.347656,2396.677002,2,288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,4,2,3,1,3,3,3,3,3,3,3,3,2,4,4,1,0,620,7.8420276642,3,512,0,1,0
5440.4624023,3642.675293,34197.042969,5332.675293,2,529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,11,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,15.126027107,1,557,0,1,0
3249.2446289,10987.457031,38912.84375,3845.5224609,6,948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,29,6,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1,0,1518,20.525396347,1,981,0,1,0
94.17401123,8882.0556641,82907.15625,6368.3032227,37,1395,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,9,8,19,23,18,19,20,21,22,22,22,22,22,23,24,24,20,7,0,1397,9.7011346817,1,266,0,1,0
2318.338623,5381.4667969,47309.542969,5220.3696289,8.5,1474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,2,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1510,7.4585962296,1,10,0,1,0
3221.2219238,2952.2114258,121357.125,4352.1523438,85,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,2.2046151161,2,1025,0,1,0
778.18847656,9639.7421875,33511.460938,6813.6870117,24,1080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,2,6,3,3,2,2,3,3,3,3,3,3,3,2,1,1,1382,7.7667756081,1,633,0,1,0
10321.047852,10386.026367,26380.224609,6103.7626953,44,1283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,21,10,8,8,3,3,3,4,4,4,4,4,3,3,3,2,1,0,1748,14.8810606,1,149,0,1,0
1130.9145508,4042.2702637,177026.625,3955.9353027,72,147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,4,2,3,3,3,3,3,3,3,3,3,3,3,1,0,478,1.6865518093,3,446,0,1,0
92.010894775,1131.1522217,69057.59375,4432.3823242,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,0,3,1,2,2,2,2,3,2,2,2,3,4,4,1,0,980,2.3844559193,2,574,0,1,0
3750.0629883,25796.289063,53534.625,5047.1235352,24,941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,11.907688141,1,611,0,1,0
2917.184082,5084.4853516,35543.21875,3546.2060547,2,1419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,5,1,0,1,1,1,1,3,1,1,1,2,1,1,2,0,1284,8.0250730515,1,999,0,1,0
643.22192383,10659.449219,61502.425781,1200.7791748,240,28,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,2,3,6,6,5,2,6,6,6,6,3,5,6,6,4,9,9,4,0,1081,2.1204094887,2,1014,0,1,0
0,11194.772461,45186.355469,4012.7229004,24,1024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1462,13.545171738,1,594,0,1,0
4653.8227539,11443.980469,43720.820313,4515.8579102,10,1083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,13,9,6,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1490,0.643040657,1,949,0,1,0
4361.8657227,5999.2480469,36044.523438,4862.8950195,4,1115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,10.630670547,1,589,0,1,0
3674.6813965,1453.7321777,225103.25,1995.5137939,25,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,18,30,23,22,17,18,18,19,19,9,20,20,20,10,23,23,25,0,446,1.3459547758,3,482,0,1,0
3401.949707,3161.3833008,4497.9453125,4497.9453125,34,668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,4.906493187,1,880,0,1,0
2502.2717285,2296.4824219,114467.08594,2537.4851074,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,46,27,20,34,131,26,27,28,29,29,29,29,30,24,25,26,12,0,2695,0.1559664309,1,315,0,1,0
3554.1494141,18699.431641,22603.259766,5259.9428711,80,742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,15,18,17,12,6,6,6,7,7,4,7,7,8,4,7,6,3,0,2284,13.164256096,1,857,0,1,0
810.87219238,7377.8803711,49835.589844,2844.4140625,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,24,34,32,40,34,37,38,39,40,41,45,43,45,53,51,49,36,0,2559,1.2572427988,1,959,0,1,0
91.839698792,3342.1547852,24940.988281,1620.5323486,4,997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,3,7,0,7,9,11,11,11,12,12,22,22,23,22,21,23,28,0,1599,15.549273491,1,646,0,1,0
1205.7733154,4881.5288086,42347.71875,1841.7907715,24,1091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777791,0.555555582,0.555555582,0.4444444478,5,3,2,1,5,3,4,3,4,4,0,14,15,15,0,16,17,25,1,1381,5.9381308556,1,606,0,1,0
11296.764648,17564.84375,35491.09375,9538.4648438,44,1668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,54,16,13,13,6,7,7,7,7,4,7,7,4,2,3,2,1,0,1675,33.394134521,1,149,0,1,0
552.66577148,1932.421875,77967.507813,2669.7199707,6,117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,3,2,3,2,3,3,3,3,10,2,2,3,7,11,13,20,0,627,5.1178665161,3,511,0,1,0
4743.019043,15892.423828,47270.019531,4941.1474609,10,335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,2,7,3,3,3,3,3,3,3,3,3,3,3,3,1,0,2672,7.131480217,1,386,0,1,0
1170.4731445,6174.5493164,25214.101563,3529.411377,74,332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,9,9,4,5,2,2,3,2,2,2,3,3,3,3,2,1,0,2723,18.916996002,1,842,0,1,0
3597.3208008,18568.457031,44694.203125,4340.7553711,27,1011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,6,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,5.7825870514,1,609,0,1,0
826.65960693,6182.465332,23674.107422,2822.6862793,4,157,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,2,1,3,2,2,2,2,4,2,2,2,17,3,5,6,0,959,1.1927444935,2,588,0,1,0
741.31219482,8652.0576172,53663.695313,1507.7174072,3.5,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,9,9,7,5,25,5,5,5,5,47,7,8,8,84,17,18,23,0,972,1.1927444935,2,577,0,1,0
2906.6630859,2626.6166992,37877.816406,3051.4291992,11,1334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,2,0,1,1,1,1,2,1,1,2,1,5,9,16,0,1324,12.832044601,1,1008,0,1,0
391.40490723,3694.9829102,38460.132813,4105.3330078,24,1164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,3,4,3,10,4,5,4,4,5,9,5,5,5,10,5,5,3,1,1364,4.4368481636,1,634,0,1,0
5069.2680664,963.56140137,32000.664063,2986.2131348,77,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,8,19,16,20,14,14,14,15,15,21,16,16,17,29,23,25,9,1,2416,1.7640055418,1,1211,0,1,0
5664.1650391,16291.118164,28283.28125,6220.8974609,8,161,1,1,1,1,1,1,1,1,1,0.1111111119,0.1111111119,0.1111111119,0.1111111119,0.1111111119,0.1111111119,0.1111111119,0.1111111119,0.1111111119,2,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,863,0.5938826799,2,1254,0,1,0
316.26019287,6512.421875,75707.679688,4134.7661133,36,377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,13,43,71,64,66,68,70,72,75,70,70,72,85,85,90,27,0,2482,6.8761444092,1,359,0,1,0
4067.2287598,18469.738281,32863.488281,4790.7827148,76,632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,3,2,6,3,4,4,4,4,4,4,5,5,5,5,4,2,0,2216,17.595161438,1,853,0,1,0
2011.7497559,1666.7314453,174106.21875,3875.0720215,72,139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,12,8,5,3,2,2,2,3,3,3,2,2,2,3,3,3,1,0,478,2.026722908,3,446,0,1,0
2374.9707031,5328.5976563,36042.019531,3481.826416,2,1109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,13,9,6,5,3,3,3,3,3,4,13,14,14,3,10,12,15,0,1392,17.670984268,1,995,0,1,0
1041.4666748,25979.1875,118519.46094,13577.958008,72,216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,5,3,1,2,2,2,2,1,2,2,2,1,2,2,1,0,530,2.0711679459,3,493,0,1,0
1428.8092041,3274.9052734,91265.609375,2429.7646484,240,21,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,1.8967250586,2,1020,0,1,0
1470.0894775,12284.410156,47349,3015.4975586,3.5,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,7,5,1,4,4,4,5,5,4,4,4,7,8,7,3,0,983,1.0403140783,2,578,0,1,0
6426.2885742,91.839698792,37424.757813,5220.3256836,0.3333329856,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333433,12,5,5,4,9,7,4,5,5,5,8,5,5,5,9,5,4,1,0,895,0.7719496489,2,580,0,1,0
2986.4157715,9611.2070313,28582.107422,3462.3237305,24,1113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,8.6544761658,1,651,0,1,0
1958.8669434,8662.6962891,44477.382813,2818.0913086,6,403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333433,0.3333333433,0.3333333433,0.3333333433,2,6,7,5,4,2,2,2,3,3,3,3,3,3,3,3,3,4,0,1275,18.03729248,1,748,0,1,0
1270.161377,14267.733398,21550.929688,1691.2647705,8,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0.3308519125,2,1255,0,1,0
787.94226074,25514.962891,45986.558594,1723.6154785,171,697,1,1,1,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,9,5,5,4,10,9,10,10,11,11,11,11,12,13,13,13,12,6,0,2011,18.293125153,1,851,0,1,0
4833.0454102,21041.949219,29922.082031,3479.1789551,8,215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,2,2,1,1,3,1,1,1,1,3,1,1,1,3,1,1,0,0,921,7.0837030411,2,1254,0,1,0
6560.6567383,20415.714844,52700.578125,1235.2449951,24,991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,4,0,0,0,0,0,2,0,0,0,1,0,1,2,0,1546,10.080407143,1,607,0,1,0
4801.5488281,10086.786133,44421.90625,5140.7128906,10,1095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,15,12,8,6,0,1,1,1,1,2,1,1,1,2,2,1,0,0,1512,6.1492962837,1,949,0,1,0
1136.2962646,16198.15332,26996.894531,4504.1416016,32,1053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,12,15,13,16,9,9,9,9,10,9,10,10,11,10,10,8,5,0,1973,10.586323738,1,840,0,1,0
4480.5834961,2386.6628418,6141.8261719,1249.8621826,0.5,474,1,1,1,1,1,1,1,1,1,1,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,7,3,3,1,3,0,2,2,2,2,0,2,2,3,0,2,2,1,0,1117,22.077377319,1,733,0,1,0
2188.6342773,7365.9492188,22914.636719,4609.2705078,1,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333433,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0.4931981862,2,585,0,1,0
3202.9892578,3118.0310059,171343.46875,4266.7788086,72,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,22,24,21,13,11,11,12,12,12,13,11,11,12,13,14,12,6,0,466,1.8348839283,3,450,0,1,0
1350.9936523,3283.8911133,19430.236328,1676.1959229,32,606,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,31,17,16,15,16,26,11,11,12,12,12,12,12,12,11,11,10,9,0,2135,9.6872491837,1,146,0,1,0
4863.7597656,8049.262207,40913.8125,3310.6037598,4,1237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,55,18,13,9,2,2,2,2,2,2,2,3,3,1,1,1,0,0,1502,14.909011841,1,988,0,1,0
1000.362793,4940.8574219,34749.472656,3577.5854492,21,1068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,45,57,77,81,45,47,49,50,51,53,53,58,60,62,30,33,35,0,1353,12.808984756,1,1001,0,1,0
4514.1445313,10982.662109,48412.382813,8412.3271484,24,1118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,10.60222435,1,607,0,1,0
7253.3330078,6844.8833008,30688.449219,7203.1704102,4,797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,3.8415901661,1,738,0,1,0
5519.0395508,18022.460938,58771.125,4131.4902344,20,1073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,9,10,7,8,3,4,4,4,4,4,4,4,4,3,3,2,1,1,1668,17.110563278,1,421,0,1,0
1621.1499023,2835.6132813,39834.476563,1604.8299561,7,1402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,4.9940676689,1,425,0,1,0
1320.0216064,15865.62207,53331.746094,10465.582031,24,1150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,25,26,21,12,12,12,13,13,11,12,12,13,4,6,5,2,0,1472,8.0250730515,1,607,0,1,0
11401.482422,16433.214844,44859.089844,16166.931641,44,2173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,13,7,6,4,5,5,5,5,5,2,5,5,3,2,5,4,1,0,1545,7.5599031448,1,149,0,1,0
2468.2324219,9093.7089844,44984.914063,4285.6992188,3.5,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,2.0237250328,2,578,0,1,0
389.84301758,17935.714844,51788.710938,3115.7050781,2,284,1,1,1,1,1,1,1,1,1,1,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,12,3,1,2,2,3,3,3,3,3,4,3,3,3,3,3,2,1,0,620,3.5263895988,3,512,0,1,0
275.56890869,5411.6264648,111377.82031,864.96350098,3,546,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0,0,0,0,14,15,8,12,22,14,15,15,16,16,46,16,16,16,56,21,17,7,0,725,1.5317658186,2,480,0,1,0
3120.3837891,2430.3823242,175134.89063,2647.828125,72,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,26,32,22,14,13,14,14,15,15,25,14,14,14,25,17,15,7,0,467,0.2466036677,3,450,0,1,0
12739.557617,26453.027344,97201.796875,16553.076172,10,156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,5,3,4,1,2,2,2,2,2,2,2,2,3,4,3,1,0,534,1.6538184881,3,493,0,1,0
